"national_number","gen","english_name","japanese_name","primary_type","secondary_type","classification","percent_male","percent_female","height_m","weight_kg","capture_rate","hp","attack","defense","sp_attack","sp_defense","speed","abilities_1","abilities_2","hidden_ability","description","tier"
571,5,"Zoroark","ゾロアーク (Zoroark)","Dark",NA,"Illusion Fox Pokémon","87.5%","12.5%",1.6,81.1,45,60,105,60,120,60,105,"Illusion",NA,NA,NA,"PU"
572,5,"Minccino","チラーミィ (Chillarmy)","Normal",NA,"Chinchilla Pokémon","25%","75%",0.4,5.8,255,55,50,40,40,40,75,"Cute Charm","Technician","Skill Link",NA,"LC"
573,5,"Cinccino","チラチーノ (Chillaccino)","Normal",NA,"Scarf Pokémon","25%","75%",0.5,7.5,60,75,95,60,65,60,115,"Cute Charm","Technician","Skill Link",NA,"NU"
574,5,"Gothita","ゴチム (Gothimu)","Psychic",NA,"Fixation Pokémon","25%","75%",0.4,5.8,200,45,30,50,55,65,45,"Frisk","Competitive","Shadow Tag",NA,"LC"
575,5,"Gothorita","ゴチミル (Gothimiru)","Psychic",NA,"Manipulate Pokémon","25%","75%",0.7,18,100,60,45,70,75,85,55,"Frisk","Competitive","Shadow Tag",NA,"NFE"
576,5,"Gothitelle","ゴチルゼル (Gothiruselle)","Psychic",NA,"Astral Body Pokémon","25%","75%",1.5,44,50,70,55,95,95,110,65,"Frisk","Competitive","Shadow Tag",NA,"ZU"
577,5,"Solosis","ユニラン (Uniran)","Psychic",NA,"Cell Pokémon","50%","50%",0.3,1,200,45,30,40,105,50,20,"Overcoat","Magic Guard","Regenerator",NA,"LC"
578,5,"Duosion","ダブラン (Doublan)","Psychic",NA,"Mitosis Pokémon","50%","50%",0.6,8,100,65,40,50,125,60,30,"Overcoat","Magic Guard","Regenerator",NA,"NFE"
579,5,"Reuniclus","ランクルス (Lanculus)","Psychic",NA,"Multiplying Pokémon","50%","50%",1,20.1,50,110,65,75,125,85,30,"Overcoat","Magic Guard","Regenerator",NA,"RU"
580,5,"Ducklett","コアルヒー (Koaruhie)","Water","Flying","Water Bird Pokémon","50%","50%",0.5,5.5,190,62,44,50,44,50,55,"Keen Eye","Big Pecks","Hydration",NA,"LC"
581,5,"Swanna","スワンナ (Swanna)","Water","Flying","White Bird Pokémon","50%","50%",1.3,24.2,45,75,87,63,87,63,98,"Keen Eye","Big Pecks","Hydration",NA,"ZU"
582,5,"Vanillite","バニプッチ (Vanipeti)","Ice",NA,"Fresh Snow Pokémon","50%","50%",0.4,5.7,255,36,50,50,65,60,44,"Ice Body","Snow Cloak","Weak Armor",NA,"National Dex"
583,5,"Vanillish","バニリッチ (Vanirich)","Ice",NA,"Icy Snow Pokémon","50%","50%",1.1,41,120,51,65,65,80,75,59,"Ice Body","Snow Cloak","Weak Armor",NA,"National Dex"
584,5,"Vanilluxe","バイバニラ (Baivanilla)","Ice",NA,"Snowstorm Pokémon","50%","50%",1.3,57.5,45,71,95,85,110,95,79,"Ice Body","Snow Warning","Weak Armor",NA,"National Dex"
585,5,"Deerling","シキジカ (Shikijika)","Normal","Grass","Season Pokémon","50%","50%",0.6,19.5,190,60,60,50,40,50,75,"Chlorophyll","Sap Sipper","Serene Grace",NA,"LC"
586,5,"Sawsbuck","メブキジカ (Mebukijika)","Normal","Grass","Season Pokémon","50%","50%",1.9,92.5,75,80,100,70,60,70,95,"Chlorophyll","Sap Sipper","Serene Grace",NA,"ZU"
587,5,"Emolga","エモンガ (Emonga)","Electric","Flying","Sky Squirrel Pokémon","50%","50%",0.4,5,200,55,75,60,75,60,103,"Static",NA,"Motor Drive",NA,"National Dex"
588,5,"Karrablast","カブルモ (Kaburumo)","Bug",NA,"Clamping Pokémon","50%","50%",0.5,5.9,200,50,75,45,40,45,60,"Swarm","Shed Skin","No Guard",NA,"National Dex"
589,5,"Escavalier","シュバルゴ (Chevargo)","Bug","Steel","Cavalry Pokémon","50%","50%",1,33,75,70,135,105,60,105,20,"Swarm","Shell Armor","Overcoat",NA,"National Dex"
590,5,"Foongus","タマゲタケ (Tamagetake)","Grass","Poison","Mushroom Pokémon","50%","50%",0.2,1,190,69,55,45,55,55,15,"Effect Spore",NA,"Regenerator",NA,"LC"
591,5,"Amoonguss","モロバレル (Morobareru)","Grass","Poison","Mushroom Pokémon","50%","50%",0.6,10.5,75,114,85,70,85,80,30,"Effect Spore",NA,"Regenerator",NA,"PU"
592,5,"Frillish","プルリル (Pururill)","Water","Ghost","Floating Pokémon","50%","50%",1.2,33,190,55,40,50,65,85,40,"Water Absorb","Cursed Body","Damp",NA,"National Dex"
593,5,"Jellicent","ブルンゲル (Burungel)","Water","Ghost","Floating Pokémon","50%","50%",2.2,135,60,100,60,70,85,105,60,"Water Absorb","Cursed Body","Damp",NA,"National Dex"
594,5,"Alomomola","ママンボウ (Mamanbou)","Water",NA,"Caring Pokémon","50%","50%",1.2,31.6,75,165,75,80,40,45,65,"Healer","Hydration","Regenerator",NA,"OU"
595,5,"Joltik","バチュル (Bachuru)","Bug","Electric","Attaching Pokémon","50%","50%",0.1,0.6,190,50,47,50,57,50,65,"Compound Eyes","Unnerve","Swarm",NA,"LC"
596,5,"Galvantula","デンチュラ (Dentula)","Bug","Electric","EleSpider Pokémon","50%","50%",0.8,14.3,75,70,77,60,97,60,108,"Compound Eyes","Unnerve","Swarm",NA,"NU"
597,5,"Ferroseed","テッシード (Tesseed)","Grass","Steel","Thorn Seed Pokémon","50%","50%",0.6,18.8,255,44,50,91,24,86,10,"Iron Barbs",NA,NA,NA,"National Dex"
598,5,"Ferrothorn","ナットレイ (Nutrey)","Grass","Steel","Thorn Pod Pokémon","50%","50%",1,110,90,74,94,131,54,116,20,"Iron Barbs",NA,"Anticipation",NA,"National Dex"
599,5,"Klink","ギアル (Giaru)","Steel",NA,"Gear Pokémon","","",0.3,21,130,40,55,70,45,60,30,"Plus","Minus","Clear Body",NA,"National Dex"
600,5,"Klang","ギギアル (Gigiaru)","Steel",NA,"Gear Pokémon","","",0.6,51,60,60,80,95,70,85,50,"Plus","Minus","Clear Body",NA,"National Dex"
601,5,"Klinklang","ギギギアル (Gigigiaru)","Steel",NA,"Gear Pokémon","","",0.6,81,30,60,100,115,70,85,90,"Plus","Minus","Clear Body",NA,"National Dex"
602,5,"Tynamo","シビシラス (Shibishirasu)","Electric",NA,"EleFish Pokémon","50%","50%",0.2,0.3,190,35,55,40,45,40,60,"Levitate",NA,NA,NA,"LC"
603,5,"Eelektrik","シビビール (Shibibeel)","Electric",NA,"EleFish Pokémon","50%","50%",1.2,22,60,65,85,70,75,70,40,"Levitate",NA,NA,NA,"NFE"
604,5,"Eelektross","シビルドン (Shibirudon)","Electric",NA,"EleFish Pokémon","50%","50%",2.1,80.5,30,85,115,80,105,80,50,"Levitate",NA,NA,NA,"ZU"
605,5,"Elgyem","リグレー (Ligray)","Psychic",NA,"Cerebral Pokémon","50%","50%",0.5,9,255,55,55,55,85,55,30,"Telepathy","Synchronize","Analytic",NA,"National Dex"
606,5,"Beheeyem","オーベム (Ohbem)","Psychic",NA,"Cerebral Pokémon","50%","50%",1,34.5,90,75,75,75,125,95,40,"Telepathy","Synchronize","Analytic",NA,"National Dex"
607,5,"Litwick","ヒトモシ (Hitomoshi)","Ghost","Fire","Candle Pokémon","50%","50%",0.3,3.1,190,50,30,55,65,55,20,"Flash Fire","Flame Body","Infiltrator",NA,"LC"
608,5,"Lampent","ランプラー (Lampler)","Ghost","Fire","Lamp Pokémon","50%","50%",0.6,13,90,60,40,60,95,60,55,"Flash Fire","Flame Body","Infiltrator",NA,"NFE"
609,5,"Chandelure","シャンデラ (Chandela)","Ghost","Fire","Luring Pokémon","50%","50%",1,34.3,45,60,55,90,145,90,80,"Flash Fire","Flame Body","Infiltrator",NA,"NU"
610,5,"Axew","キバゴ (Kibago)","Dragon",NA,"Tusk Pokémon","50%","50%",0.6,18,75,46,87,60,30,40,57,"Rivalry","Mold Breaker","Unnerve",NA,"LC"
611,5,"Fraxure","オノンド (Onondo)","Dragon",NA,"Axe Jaw Pokémon","50%","50%",1,36,60,66,117,70,40,50,67,"Rivalry","Mold Breaker","Unnerve",NA,"NFE"
612,5,"Haxorus","オノノクス (Ononokus)","Dragon",NA,"Axe Jaw Pokémon","50%","50%",1.8,105.5,45,76,147,90,60,70,97,"Rivalry","Mold Breaker","Unnerve",NA,"RUBL"
613,5,"Cubchoo","クマシュン (Kumasyun)","Ice",NA,"Chill Pokémon","50%","50%",0.5,8.5,120,55,70,40,60,40,40,"Snow Cloak","Slush Rush","Rattled",NA,"LC"
614,5,"Beartic","ツンベアー (Tunbear)","Ice",NA,"Freezing Pokémon","50%","50%",2.6,260,60,95,130,80,70,80,50,"Snow Cloak","Slush Rush","Swift Swim",NA,"ZU"
615,5,"Cryogonal","フリージオ (Freegeo)","Ice",NA,"Crystallizing Pokémon","","",1.1,148,25,80,50,50,95,135,105,"Levitate",NA,NA,NA,"ZU"
616,5,"Shelmet","チョボマキ (Chobomaki)","Bug",NA,"Snail Pokémon","50%","50%",0.4,7.7,200,50,40,85,40,65,25,"Hydration","Shell Armor","Overcoat",NA,"National Dex"
617,5,"Accelgor","アギルダー (Agilder)","Bug",NA,"Shell Out Pokémon","50%","50%",0.8,25.3,75,80,70,40,100,60,145,"Hydration","Sticky Hold","Unburden",NA,"National Dex"
618,5,"Stunfisk","マッギョ (Maggyo)","Ground","Electric","Trap Pokémon","50%","50%",0.7,11,75,109,66,84,81,99,32,"Static","Limber","Sand Veil",NA,"National Dex"
619,5,"Mienfoo","コジョフー (Kojofu)","Fighting",NA,"Martial Arts Pokémon","50%","50%",0.9,20,180,45,85,50,55,50,65,"Inner Focus","Regenerator","Reckless",NA,"LC"
620,5,"Mienshao","コジョンド (Kojondo)","Fighting",NA,"Martial Arts Pokémon","50%","50%",1.4,35.5,45,65,125,60,95,60,105,"Inner Focus","Regenerator","Reckless",NA,"NUBL"
621,5,"Druddigon","クリムガン (Crimgan)","Dragon",NA,"Cave Pokémon","50%","50%",1.6,139,45,77,120,90,60,90,48,"Rough Skin","Sheer Force","Mold Breaker",NA,"National Dex"
622,5,"Golett","ゴビット (Gobit)","Ground","Ghost","Automaton Pokémon","","",1,92,190,59,74,50,35,50,35,"Iron Fist","Klutz","No Guard",NA,"LC"
623,5,"Golurk","ゴルーグ (Goloog)","Ground","Ghost","Automaton Pokémon","","",2.8,330,90,89,124,80,55,80,55,"Iron Fist","Klutz","No Guard",NA,"PU"
624,5,"Pawniard","コマタナ (Komatana)","Dark","Steel","Sharp Blade Pokémon","50%","50%",0.5,10.2,120,45,85,70,40,40,60,"Defiant","Inner Focus","Pressure",NA,"LC"
625,5,"Bisharp","キリキザン (Kirikizan)","Dark","Steel","Sword Blade Pokémon","50%","50%",1.6,70,45,65,125,100,60,70,70,"Defiant","Inner Focus","Pressure",NA,"RU"
626,5,"Bouffalant","バッフロン (Buffron)","Normal",NA,"Bash Buffalo Pokémon","50%","50%",1.6,94.6,45,95,110,95,40,95,55,"Reckless","Sap Sipper","Soundproof",NA,"National Dex"
627,5,"Rufflet","ワシボン (Washibon)","Normal","Flying","Eaglet Pokémon","100%","0%",0.5,10.5,190,70,83,50,37,50,60,"Keen Eye","Sheer Force","Hustle",NA,"NFE"
628,5,"Braviary","ウォーグル (Warrgle)","Normal","Flying","Valiant Pokémon","100%","0%",1.5,41,60,100,123,75,57,75,80,"Keen Eye","Sheer Force","Defiant",NA,"ZU"
629,5,"Vullaby","バルチャイ (Valchai)","Dark","Flying","Diapered Pokémon","0%","100%",0.5,9,190,70,55,75,45,65,60,"Big Pecks","Overcoat","Weak Armor",NA,"LC"
630,5,"Mandibuzz","バルジーナ (Vulgina)","Dark","Flying","Bone Vulture Pokémon","0%","100%",1.2,39.5,60,110,65,105,55,95,80,"Big Pecks","Overcoat","Weak Armor",NA,"UU"
631,5,"Heatmor","クイタラン (Kuitaran)","Fire",NA,"Anteater Pokémon","50%","50%",1.4,58,90,85,97,66,105,66,65,"Gluttony","Flash Fire","White Smoke",NA,"National Dex"
632,5,"Durant","アイアント (Aiant)","Bug","Steel","Iron Ant Pokémon","50%","50%",0.3,33,90,58,109,112,48,48,109,"Swarm","Hustle","Truant",NA,"National Dex"
633,5,"Deino","モノズ (Monozu)","Dark","Dragon","Irate Pokémon","50%","50%",0.8,17.3,45,52,65,50,45,50,38,"Hustle",NA,NA,NA,"LC"
634,5,"Zweilous","ジヘッド (Dihead)","Dark","Dragon","Hostile Pokémon","50%","50%",1.4,50,45,72,85,70,65,70,58,"Hustle",NA,NA,NA,"NFE"
635,5,"Hydreigon","サザンドラ (Sazandora)","Dark","Dragon","Brutal Pokémon","50%","50%",1.8,160,45,92,105,90,125,90,98,"Levitate",NA,NA,NA,"RUBL"
636,5,"Larvesta","メラルバ (Merlarva)","Bug","Fire","Torch Pokémon","50%","50%",1.1,28.8,45,55,85,55,50,55,60,"Flame Body",NA,"Swarm",NA,"LC"
637,5,"Volcarona","ウルガモス (Ulgamoth)","Bug","Fire","Sun Pokémon","50%","50%",1.6,46,15,85,60,65,135,105,100,"Flame Body",NA,"Swarm",NA,"Uber"
638,5,"Cobalion","コバルオン (Cobalon)","Steel","Fighting","Iron Will Pokémon","","",2.1,250,3,91,90,129,90,72,108,"Justified",NA,NA,NA,"UU"
639,5,"Terrakion","テラキオン (Terrakion)","Rock","Fighting","Cavern Pokémon","","",1.9,260,3,91,129,90,72,90,108,"Justified",NA,NA,NA,"NUBL"
640,5,"Virizion","ビリジオン (Virizion)","Grass","Fighting","Grassland Pokémon","","",2,200,3,91,90,72,90,129,108,"Justified",NA,NA,NA,"ZU"
641,5,"Tornadus","トルネロス (Tornelos)","Flying",NA,"Cyclone Pokémon","100%","0%",1.5,63,3,79,115,70,125,80,111,"Prankster",NA,"Defiant",NA,"NU"
642,5,"Thundurus","ボルトロス (Voltolos)","Electric","Flying","Bolt Strike Pokémon","100%","0%",1.5,61,3,79,115,70,125,80,111,"Prankster",NA,"Defiant",NA,"RUBL"
643,5,"Reshiram","レシラム (Reshiram)","Dragon","Fire","Vast White Pokémon","","",3.2,330,3,100,120,100,150,120,90,"Turboblaze",NA,NA,NA,"Uber"
644,5,"Zekrom","ゼクロム (Zekrom)","Dragon","Electric","Deep Black Pokémon","","",2.9,345,3,100,150,120,120,100,90,"Teravolt",NA,NA,NA,"Uber"
645,5,"Landorus","ランドロス (Landlos)","Ground","Flying","Abundance Pokémon","100%","0%",1.5,68,3,89,125,90,115,80,101,"Sand Force",NA,"Sheer Force",NA,"Uber"
646,5,"Kyurem","キュレム (Kyurem)","Dragon","Ice","Boundary Pokémon","","",3,325,3,125,130,90,130,90,95,"Pressure",NA,NA,NA,"OU"
647,5,"Keldeo","ケルディオ (Keldeo)","Water","Fighting","Colt Pokémon","","",1.4,48.5,3,91,72,90,129,90,108,"Justified",NA,NA,NA,"UU"
648,5,"Meloetta","メロエッタ (Meloetta)","Normal","Psychic","Melody Pokémon","","",0.6,6.5,3,100,77,77,128,128,90,"Serene Grace",NA,NA,NA,"NU"
649,5,"Genesect","ゲノセクト (Genesect)","Bug","Steel","Paleozoic Pokémon","","",1.5,82.5,3,71,120,95,120,95,99,"Download",NA,NA,NA,"National Dex"
650,6,"Chespin","ハリマロン (Harimaron)","Grass",NA,"Spiny Nut Pokémon","87.5%","12.5%",0.4,9,45,56,61,65,48,45,38,"Overgrow",NA,"Bulletproof",NA,"LC"
651,6,"Quilladin","ハリボーグ (Hariborg)","Grass",NA,"Spiny Armor Pokémon","87.5%","12.5%",0.7,29,45,61,78,95,56,58,57,"Overgrow",NA,"Bulletproof",NA,"NFE"
652,6,"Chesnaught","ブリガロン (Brigarron)","Grass","Fighting","Spiny Armor Pokémon","87.5%","12.5%",1.6,90,45,88,107,122,74,75,64,"Overgrow",NA,"Bulletproof",NA,"RU"
653,6,"Fennekin","フォッコ (Fokko)","Fire",NA,"Fox Pokémon","87.5%","12.5%",0.4,9.4,45,40,45,40,62,60,60,"Blaze",NA,"Magician",NA,"LC"
654,6,"Braixen","テールナー (Tairenar)","Fire",NA,"Fox Pokémon","87.5%","12.5%",1,14.5,45,59,59,58,90,70,73,"Blaze",NA,"Magician",NA,"NFE"
655,6,"Delphox","マフォクシー (Mahoxy)","Fire","Psychic","Fox Pokémon","87.5%","12.5%",1.5,39,45,75,69,72,114,100,104,"Blaze",NA,"Magician",NA,"PU"
656,6,"Froakie","ケロマツ (Keromatsu)","Water",NA,"Bubble Frog Pokémon","87.5%","12.5%",0.3,7,45,41,56,40,62,44,71,"Torrent",NA,"Protean",NA,"LC"
657,6,"Frogadier","ゲコガシラ (Gekogashira)","Water",NA,"Bubble Frog Pokémon","87.5%","12.5%",0.6,10.9,45,54,63,52,83,56,97,"Torrent",NA,"Protean",NA,"NFE"
658,6,"Greninja","ゲッコウガ (Gekkouga)","Water","Dark","Ninja Pokémon","87.5%","12.5%",1.5,40,45,72,95,67,103,71,122,"Torrent",NA,"Protean",NA,"UU"
659,6,"Bunnelby","ホルビー (Horubee)","Normal",NA,"Digging Pokémon","50%","50%",0.4,5,255,38,36,38,32,36,57,"Pickup","Cheek Pouch","Huge Power",NA,"National Dex"
660,6,"Diggersby","ホルード (Horudo)","Normal","Ground","Digging Pokémon","50%","50%",1,42.4,127,85,56,77,50,77,78,"Pickup","Cheek Pouch","Huge Power",NA,"National Dex"
661,6,"Fletchling","ヤヤコマ (Yayakoma)","Normal","Flying","Tiny Robin Pokémon","50%","50%",0.3,1.7,255,45,50,43,40,38,62,"Big Pecks",NA,"Gale Wings",NA,"LC"
662,6,"Fletchinder","ヒノヤコマ (Hinoyakoma)","Fire","Flying","Ember Pokémon","50%","50%",0.7,16,120,62,73,55,56,52,84,"Flame Body",NA,"Gale Wings",NA,"NFE"
663,6,"Talonflame","ファイアロー (Fiarrow)","Fire","Flying","Scorching Pokémon","50%","50%",1.2,24.5,45,78,81,71,74,69,126,"Flame Body",NA,"Gale Wings",NA,"RU"
664,6,"Scatterbug","コフキムシ (Kofukimushi)","Bug",NA,"Scatterdust Pokémon","50%","50%",0.3,2.5,255,38,35,40,27,25,35,"Shield Dust","Compound Eyes","Friend Guard",NA,"LC"
665,6,"Spewpa","コフーライ (Kofuurai)","Bug",NA,"Scatterdust Pokémon","50%","50%",0.3,8.4,120,45,22,60,27,30,29,"Shed Skin",NA,"Friend Guard",NA,"NFE"
666,6,"Vivillon","ビビヨン (Viviyon)","Bug","Flying","Scale Pokémon","50%","50%",1.2,17,45,80,52,50,90,50,89,"Shield Dust","Compound Eyes","Friend Guard",NA,"ZU"
667,6,"Litleo","シシコ (Shishiko)","Fire","Normal","Lion Cub Pokémon","12.5%","87.5%",0.6,13.5,220,62,50,58,73,54,72,"Rivalry","Unnerve","Moxie",NA,"LC"
668,6,"Pyroar","カエンジシ (Kaenjishi)","Fire","Normal","Royal Pokémon","12.5%","87.5%",1.5,81.5,65,86,68,72,109,66,106,"Rivalry","Unnerve","Moxie",NA,"ZU"
669,6,"Flabébé","フラベベ (Flabebe)","Fairy",NA,"Single Bloom Pokémon","0%","100%",0.1,0.1,225,44,38,39,61,79,42,"Flower Veil",NA,"Symbiosis",NA,NA
670,6,"Floette","フラエッテ (Floette)","Fairy",NA,"Single Bloom Pokémon","0%","100%",0.2,0.9,120,54,45,47,75,98,52,"Flower Veil",NA,"Symbiosis",NA,"NFE"
671,6,"Florges","フラージェス (Florges)","Fairy",NA,"Garden Pokémon","0%","100%",1.1,10,45,78,65,68,112,154,75,"Flower Veil",NA,"Symbiosis",NA,"PU"
672,6,"Skiddo","メェークル (Meecle)","Grass",NA,"Mount Pokémon","50%","50%",0.9,31,200,66,65,48,62,57,52,"Sap Sipper",NA,"Grass Pelt",NA,"LC"
673,6,"Gogoat","ゴーゴート (Gogoat)","Grass",NA,"Mount Pokémon","50%","50%",1.7,91,45,123,100,62,97,81,68,"Sap Sipper",NA,"Grass Pelt",NA,"ZU"
674,6,"Pancham","ヤンチャム (Yancham)","Fighting",NA,"Playful Pokémon","50%","50%",0.6,8,220,67,82,62,46,48,43,"Iron Fist","Mold Breaker","Scrappy",NA,"National Dex"
675,6,"Pangoro","ゴロンダ (Goronda)","Fighting","Dark","Daunting Pokémon","50%","50%",2.1,136,65,95,124,78,69,71,58,"Iron Fist","Mold Breaker","Scrappy",NA,"National Dex"
676,6,"Furfrou","トリミアン (Trimmien)","Normal",NA,"Poodle Pokémon","50%","50%",1.2,28,160,75,80,60,65,90,102,"Fur Coat",NA,NA,NA,"National Dex"
677,6,"Espurr","ニャスパー (Nyasper)","Psychic",NA,"Restraint Pokémon","50%","50%",0.3,3.5,190,62,48,54,63,60,68,"Keen Eye","Infiltrator","Own Tempo",NA,"LC"
678,6,"Meowstic","ニャオニクス (Nyaonix)","Psychic",NA,"Constraint Pokémon","100%","0%",0.6,8.5,75,74,48,76,83,81,104,"Keen Eye","Infiltrator","Prankster",NA,NA
679,6,"Honedge","ヒトツキ (Hitotsuki)","Steel","Ghost","Sword Pokémon","50%","50%",0.8,2,180,45,80,100,35,37,28,"No Guard",NA,NA,NA,"National Dex"
680,6,"Doublade","ニダンギル (Nidangill)","Steel","Ghost","Sword Pokémon","50%","50%",0.8,4.5,90,59,110,150,45,49,35,"No Guard",NA,NA,NA,"National Dex"
681,6,"Aegislash","ギルガルド (Gillgard)","Steel","Ghost","Royal Sword Pokémon","50%","50%",1.7,53,45,60,50,140,50,140,60,"Stance Change",NA,NA,NA,"National Dex"
682,6,"Spritzee","シュシュプ (Shushupu)","Fairy",NA,"Perfume Pokémon","50%","50%",0.2,0.5,200,78,52,60,63,65,23,"Healer",NA,"Aroma Veil",NA,"National Dex"
683,6,"Aromatisse","フレフワン (Frefuwan)","Fairy",NA,"Fragrance Pokémon","50%","50%",0.8,15.5,140,101,72,72,99,89,29,"Healer",NA,"Aroma Veil",NA,"National Dex"
684,6,"Swirlix","ペロッパフ (Peroppafu)","Fairy",NA,"Cotton Candy Pokémon","50%","50%",0.4,3.5,200,62,48,66,59,57,49,"Sweet Veil",NA,"Unburden",NA,"National Dex"
685,6,"Slurpuff","ペロリーム (Peroream)","Fairy",NA,"Meringue Pokémon","50%","50%",0.8,5,140,82,80,86,85,75,72,"Sweet Veil",NA,"Unburden",NA,"National Dex"
686,6,"Inkay","マーイーカ (Maaiika)","Dark","Psychic","Revolving Pokémon","50%","50%",0.4,3.5,190,53,54,53,37,46,45,"Contrary","Suction Cups","Infiltrator",NA,"LC"
687,6,"Malamar","カラマネロ (Calamanero)","Dark","Psychic","Overturning Pokémon","50%","50%",1.5,47,80,86,92,88,68,75,73,"Contrary","Suction Cups","Infiltrator",NA,"ZU"
688,6,"Binacle","カメテテ (Kametete)","Rock","Water","Two-Handed Pokémon","50%","50%",0.5,31,120,42,52,67,39,56,50,"Sniper","Tough Claws","Pickpocket",NA,"National Dex"
689,6,"Barbaracle","ガメノデス (Gamenodes)","Rock","Water","Collective Pokémon","50%","50%",1.3,96,45,72,105,115,54,86,68,"Sniper","Tough Claws","Pickpocket",NA,"National Dex"
690,6,"Skrelp","クズモー (Kuzumo)","Poison","Water","Mock Kelp Pokémon","50%","50%",0.5,7.3,225,50,60,60,60,60,30,"Poison Point","Poison Touch","Adaptability",NA,"LC"
691,6,"Dragalge","ドラミドロ (Dramidoro)","Poison","Dragon","Mock Kelp Pokémon","50%","50%",1.8,81.5,55,65,75,90,97,123,44,"Poison Point","Poison Touch","Adaptability",NA,"PUBL"
692,6,"Clauncher","ウデッポウ (Udeppou)","Water",NA,"Water Gun Pokémon","50%","50%",0.5,8.3,225,50,53,62,58,63,44,"Mega Launcher",NA,NA,NA,"LC"
693,6,"Clawitzer","ブロスター (Bloster)","Water",NA,"Howitzer Pokémon","50%","50%",1.3,35.3,55,71,73,88,120,89,59,"Mega Launcher",NA,NA,NA,"ZU"
694,6,"Helioptile","エリキテル (Erikiteru)","Electric","Normal","Generator Pokémon","50%","50%",0.5,6,190,44,38,33,61,43,70,"Dry Skin","Sand Veil","Solar Power",NA,"National Dex"
695,6,"Heliolisk","エレザード (Elezard)","Electric","Normal","Generator Pokémon","50%","50%",1,21,75,62,55,52,109,94,109,"Dry Skin","Sand Veil","Solar Power",NA,"National Dex"
696,6,"Tyrunt","チゴラス (Chigoras)","Rock","Dragon","Royal Heir Pokémon","87.5%","12.5%",0.8,26,45,58,89,77,45,45,48,"Strong Jaw",NA,"Sturdy",NA,"National Dex"
697,6,"Tyrantrum","ガチゴラス (Gachigoras)","Rock","Dragon","Despot Pokémon","87.5%","12.5%",2.5,270,45,82,121,119,69,59,71,"Strong Jaw",NA,"Rock Head",NA,"National Dex"
698,6,"Amaura","アマルス (Amarus)","Rock","Ice","Tundra Pokémon","87.5%","12.5%",1.3,25.2,45,77,59,50,67,63,46,"Refrigerate",NA,"Snow Warning",NA,"National Dex"
699,6,"Aurorus","アマルルガ (Amaruruga)","Rock","Ice","Tundra Pokémon","87.5%","12.5%",2.7,225,45,123,77,72,99,92,58,"Refrigerate",NA,"Snow Warning",NA,"National Dex"
700,6,"Sylveon","ニンフィア (Nymphia)","Fairy",NA,"Intertwining Pokémon","87.5%","12.5%",1,23.5,45,95,65,65,110,130,60,"Cute Charm",NA,"Pixilate",NA,"NU"
701,6,"Hawlucha","ルチャブル (Luchabull)","Fighting","Flying","Wrestling Pokémon","50%","50%",0.8,21.5,100,78,92,75,74,63,118,"Limber","Unburden","Mold Breaker",NA,"RUBL"
702,6,"Dedenne","デデンネ (Dedenne)","Electric","Fairy","Antenna Pokémon","50%","50%",0.2,2.2,180,67,58,57,81,67,101,"Cheek Pouch","Pickup","Plus",NA,"ZU"
703,6,"Carbink","メレシー (Melecie)","Rock","Fairy","Jewel Pokémon","","",0.3,5.7,60,50,50,150,50,150,50,"Clear Body",NA,"Sturdy",NA,"ZU"
704,6,"Goomy","ヌメラ (Numera)","Dragon",NA,"Soft Tissue Pokémon","50%","50%",0.3,2.8,45,45,50,35,55,75,40,"Sap Sipper","Hydration","Gooey",NA,"LC"
705,6,"Sliggoo","ヌメイル (Numeil)","Dragon",NA,"Soft Tissue Pokémon","50%","50%",0.8,17.5,45,68,75,53,83,113,60,"Sap Sipper","Hydration","Gooey",NA,"NFE"
706,6,"Goodra","ヌメルゴン (Numelgon)","Dragon",NA,"Dragon Pokémon","50%","50%",2,150.5,45,90,100,70,110,150,80,"Sap Sipper","Hydration","Gooey",NA,"PU"
707,6,"Klefki","クレッフィ (Cleffy)","Steel","Fairy","Key Ring Pokémon","50%","50%",0.2,3,75,57,80,91,80,87,75,"Prankster",NA,"Magician",NA,"NU"
708,6,"Phantump","ボクレー (Bokurei)","Ghost","Grass","Stump Pokémon","50%","50%",0.4,7,120,43,70,48,50,60,38,"Natural Cure","Frisk","Harvest",NA,"LC"
709,6,"Trevenant","オーロット (Ohrot)","Ghost","Grass","Elder Tree Pokémon","50%","50%",1.5,71,60,85,110,76,65,82,56,"Natural Cure","Frisk","Harvest",NA,"ZU"
710,6,"Pumpkaboo","バケッチャ (Bakeccha)","Ghost","Grass","Pumpkin Pokémon","50%","50%",0.4,5,120,49,66,70,44,55,51,"Pickup","Frisk","Insomnia",NA,"National Dex"
711,6,"Gourgeist","パンプジン (Pumpjin)","Ghost","Grass","Pumpkin Pokémon","50%","50%",0.9,12.5,60,65,90,122,58,75,84,"Pickup","Frisk","Insomnia",NA,"National Dex"
712,6,"Bergmite","カチコール (Kachikohru)","Ice",NA,"Ice Chunk Pokémon","50%","50%",1,99.5,190,55,69,85,32,35,28,"Own Tempo","Ice Body","Sturdy",NA,"LC"
713,6,"Avalugg","クレベース (Crebase)","Ice",NA,"Iceberg Pokémon","50%","50%",2,505,55,95,117,184,44,46,28,"Own Tempo","Ice Body","Sturdy",NA,"NU"
